contig,candidat,start,stop,depth,border,nb,nb,nb,filter,lcontig,Candidat,lCd,Critere_lCd,DPratio,Critere_DP,RI,Critere_RI,JC,Critere_JC
AT4G31354.1.modif|70|799,AT4G31354.1.modif,70,799,70,GT_AG,83.1,1.4397260273972603,69.3,PASS,1277,True,729,lCd,0.00944702,DP,0.570869,RI,1,Junctions
AT4G31354.1.modif|429|915,AT4G31354.1.modif,429,915,3,GT_AG,2.3,9.416837782340862,17.9,RDP,1277,False,486,lCd,0.46618,DP,0.380579,RI,1,Junctions
AT4G32560.4.modif|522|644,AT4G32560.4.modif,522,644,27,GT_AG,23.5,0.0,29.2,PASS,1139,True,122,lCd,0,DP,0.107112,RI,1,Junctions
AT4G32660.4.modif|469|625,AT4G32660.4.modif,469,625,44,GT_AG,38.3,0.0,45.5,PASS,2103,True,156,lCd,0,DP,0.0741797,RI,1,Junctions
AT4G32660.4.modif|1069|1341,AT4G32660.4.modif,1069,1341,43,GT_AG,37.0,0.0,40.7,PASS,2103,True,272,lCd,0,DP,0.129339,RI,1,Junctions
AT4G32780.2.modif|495|1057,AT4G32780.2.modif,495,1057,17,GT_AG,13.5,0.0,17.8,PASS,2302,True,562,lCd,0,DP,0.244136,RI,1,Junctions
AT4G32780.2.modif|1643|1733,AT4G32780.2.modif,1643,1733,16,GT_AG,14.2,0.0,18.0,PASS,2302,True,90,lCd,0,DP,0.0390964,RI,1,Junctions
AT4G32780.2.modif|1792|1901,AT4G32780.2.modif,1792,1901,13,GT_AG,19.2,0.0,19.4,PASS,2302,True,109,lCd,0,DP,0.0473501,RI,1,Junctions
AT4G33410.1.modif|241|767,AT4G33410.1.modif,241,767,25,GT_AG,19.4,0.0,21.4,PASS,2419,True,526,lCd,0,DP,0.217445,RI,1,Junctions
AT4G33410.1.modif|1679|1819,AT4G33410.1.modif,1679,1819,28,GT_AG,24.3,0.0,28.6,PASS,2419,True,140,lCd,0,DP,0.0578752,RI,1,Junctions
AT4G33420.1.modif|345|430,AT4G33420.1.modif,345,430,1,GT_AG,1.6,0.0,1.0,PASS,1631,True,85,lCd,0,DP,0.0521153,RI,1,Junctions
AT4G33420.1.modif|620|716,AT4G33420.1.modif,620,716,6,GT_AG,5.1,0.0,6.0,PASS,1631,True,96,lCd,0,DP,0.0588596,RI,1,Junctions
AT4G33420.1.modif|880|968,AT4G33420.1.modif,880,968,8,GT_AG,6.1,0.0,8.5,PASS,1631,True,88,lCd,0,DP,0.0539546,RI,1,Junctions
AT4G33790.1.modif|261|871,AT4G33790.1.modif,261,871,2,GT_AG,0.9,0.0,1.0,PASS,2387,True,610,lCd,0,DP,0.255551,RI,1,Junctions
AT4G33810.2.modif|560|768,AT4G33810.2.modif,560,768,5,GT_AG,4.5,0.0,5.0,PASS,2434,True,208,lCd,0,DP,0.085456,RI,1,Junctions
AT4G33810.2.modif|1833|1918,AT4G33810.2.modif,1833,1918,5,GT_AG,4.7,0.0,5.0,PASS,2434,True,85,lCd,0,DP,0.0349219,RI,1,Junctions
AT4G33880.1.modif|1096|1191,AT4G33880.1.modif,1096,1191,8,GT_AG,5.7,0.0,7.0,PASS,1475,True,95,lCd,0,DP,0.0644068,RI,1,Junctions
AT4G34430.4.modif|1800|1919,AT4G34430.4.modif,1800,1919,1,GT_AG,1.6,0.0,1.0,PASS,3560,True,119,lCd,0,DP,0.033427,RI,1,Junctions
AT4G36080.3.modif|1475|1967,AT4G36080.3.modif,1475,1967,6,GT_AG,4.7,0.004056795131845842,4.0,PASS,12652,True,492,lCd,0.000466298,DP,0.0388871,RI,1,Junctions
AT4G36080.3.modif|2335|2434,AT4G36080.3.modif,2335,2434,5,GT_AG,5.4,0.0,5.0,PASS,12652,True,99,lCd,0,DP,0.00782485,RI,1,Junctions
AT4G36080.3.modif|2560|2639,AT4G36080.3.modif,2560,2639,9,GT_AG,7.2,0.0,8.0,PASS,12652,True,79,lCd,0,DP,0.00624407,RI,1,Junctions
AT4G36090.5.modif|280|560,AT4G36090.5.modif,280,560,5,GT_AG,3.7,0.0,5.0,PASS,2477,True,280,lCd,0,DP,0.11304,RI,1,Junctions
AT4G36090.5.modif|1155|1258,AT4G36090.5.modif,1155,1258,10,GT_AG,9.1,1.0,8.6,PASS,2477,True,103,lCd,0.0564972,DP,0.0415826,RI,1,Junctions
AT4G36090.5.modif|1656|1751,AT4G36090.5.modif,1656,1751,10,GT_AG,9.1,1.0,10.0,PASS,2477,True,95,lCd,0.052356,DP,0.0383528,RI,1,Junctions
AT4G37220.1.modif|349|429,AT4G37220.1.modif,349,429,5,GT_AG,4.3,0.0,5.0,PASS,947,True,80,lCd,0,DP,0.0844773,RI,1,Junctions
AT4G37520.2.modif|493|574,AT4G37520.2.modif,493,574,9,GT_AG,8.1,0.0,8.5,PASS,1534,True,81,lCd,0,DP,0.0528031,RI,1,Junctions
AT4G37520.2.modif|741|952,AT4G37520.2.modif,741,952,9,GT_AG,7.8,0.0,9.0,PASS,1534,True,211,lCd,0,DP,0.137549,RI,1,Junctions
AT4G37550.2.modif|1924|2080,AT4G37550.2.modif,1924,2080,15,GT_AG,12.7,0.0,14.2,PASS,2304,True,156,lCd,0,DP,0.0677083,RI,1,Junctions
AT4G38430.1.modif|645|730,AT4G38430.1.modif,645,730,88,GT_AG,71.6,1.0,87.4,PASS,2399,True,85,lCd,0.00628931,DP,0.0354314,RI,1,Junctions
AT4G38430.1.modif|1252|1363,AT4G38430.1.modif,1252,1363,116,GT_AG,93.4,1.0,109.1,PASS,2399,True,111,lCd,0.00493827,DP,0.0462693,RI,1,Junctions
AT4G38430.1.modif|1718|1802,AT4G38430.1.modif,1718,1802,112,GT_AG,87.5,1.0,97.9,PASS,2399,True,84,lCd,0.00539374,DP,0.0350146,RI,1,Junctions
AT4G39420.3|1245|6087,AT4G39420.3,1245,6087,1,GT_AG,1271.0,1233.4476564113154,1297.8,RDP,10197,False,4842,lCd,0.480165,DP,0.474846,RI,1,Junctions
AT4G39420.3|2626|7916,AT4G39420.3,2626,7916,1,CT_AC,1204.7,1235.3942543942544,1242.9,RDP,10197,False,5290,lCd,0.504737,DP,0.51878,RI,1,Junctions
AT4G40042.1.modif|100|190,AT4G40042.1.modif,100,190,2,GT_AG,0.9,0.0,1.0,PASS,474,True,90,lCd,0,DP,0.189873,RI,1,Junctions
AT4G40080.1.modif|501|574,AT4G40080.1.modif,501,574,94,GT_AG,79.5,1.0,92.6,PASS,1404,True,73,lCd,0.00581058,DP,0.0519943,RI,1,Junctions

AT1G28630.2|263|481,AT1G28630.2,263,481,245,AT_AC,5639.0,6060.365296803653,6737.6,SS;RDP,1347,False,218,lCd,0.489663,DP,0.161841,RI,0,Junctions
AT3G22125.5|1596|2705,AT3G22125.5,1596,2705,2,TG_GT,11.6,12.957657657657657,10.0,SS;RDP,3237,False,1109,lCd,0.599892,DP,0.342601,RI,0,Junctions
AT3G22125.5|2332|2925,AT3G22125.5,2332,2925,1,GG_CT,18.7,12.203703703703704,4.5,SS;RDP,3237,False,593,lCd,0.526022,DP,0.183194,RI,0,Junctions
AT4G37710.1.modif|32|71,AT4G37710.1.modif,32,71,292,AT_AC,201.7,474.775,3718.6,SS;RDP,625,True,39,lCd,0.121107,DP,0.0624,RI,0,Junctions
AT1G03330.1.modif|429|1067,AT1G03330.1.modif,429,1067,13,GT_AG,12.2,0.0,13.5,PASS,1414,True,638,lCd,0,DP,0.451202,RI,1,Junctions
AT1G03630.2.modif|106|198,AT1G03630.2.modif,106,198,13,GT_AG,7.3,0.0,9.0,PASS,1563,True,92,lCd,0,DP,0.0588612,RI,1,Junctions
AT1G03630.2.modif|298|388,AT1G03630.2.modif,298,388,9,GT_AG,7.6,0.0,8.6,PASS,1563,True,90,lCd,0,DP,0.0575816,RI,1,Junctions
AT1G03770.4|510|619,AT1G03770.4,510,619,2,CT_AC,7903.1,7912.590909090909,7907.3,RDP,2054,False,109,lCd,0.500467,DP,0.0530672,RI,1,Junctions
AT1G03770.4|761|926,AT1G03770.4,761,926,1,CT_AC,7892.7,7900.8373493975905,7895.2,RDP,2054,False,165,lCd,0.500436,DP,0.0803311,RI,1,Junctions
AT1G03770.4|1728|1899,AT1G03770.4,1728,1899,1,GT_AG,6742.4,6223.819767441861,5812.7,RDP,2054,False,171,lCd,0.49572,DP,0.0832522,RI,1,Junctions
AT1G04945.4.modif|255|401,AT1G04945.4.modif,255,401,7,GT_AG,5.4,0.0,9.4,PASS,1946,True,146,lCd,0,DP,0.0750257,RI,1,Junctions
AT1G04945.4.modif|676|776,AT1G04945.4.modif,676,776,12,GT_AG,8.1,0.0,9.0,PASS,1946,True,100,lCd,0,DP,0.0513875,RI,1,Junctions
AT1G04945.4.modif|1364|1465,AT1G04945.4.modif,1364,1465,10,GT_AG,7.8,0.0,8.0,PASS,1946,True,101,lCd,0,DP,0.0519013,RI,1,Junctions
AT1G05280.1.modif|593|894,AT1G05280.1.modif,593,894,194,GT_AG,166.5,2.0,183.9,PASS,2215,True,301,lCd,0.00570776,DP,0.135892,RI,1,Junctions
AT1G06200.1.modif|620|717,AT1G06200.1.modif,620,717,29,GT_AG,22.9,0.0,26.9,PASS,1083,True,97,lCd,0,DP,0.089566,RI,1,Junctions
AT1G07210.1.modif|208|297,AT1G07210.1.modif,208,297,5,GT_AG,3.5,0.0,3.7,PASS,1294,True,89,lCd,0,DP,0.068779,RI,1,Junctions
AT1G07440.2.modif|146|223,AT1G07440.2.modif,146,223,4,GT_AG,4.1,0.0,3.2,PASS,902,True,77,lCd,0,DP,0.0853659,RI,1,Junctions
AT1G07440.2.modif|432|503,AT1G07440.2.modif,432,503,4,GT_AG,2.5,0.0,4.0,PASS,902,True,71,lCd,0,DP,0.078714,RI,1,Junctions
AT1G08600.2.modif|2207|2311,AT1G08600.2.modif,2207,2311,52,GT_AG,40.9,0.0,46.9,PASS,5058,True,104,lCd,0,DP,0.0205615,RI,1,Junctions
AT1G08600.2.modif|3101|3184,AT1G08600.2.modif,3101,3184,48,GT_AG,41.9,0.0,47.5,PASS,5058,True,83,lCd,0,DP,0.0164096,RI,1,Junctions
AT1G08680.5.modif|1956|2327,AT1G08680.5.modif,1956,2327,7,GT_AG,6.3,0.0,7.0,PASS,3340,True,371,lCd,0,DP,0.111078,RI,1,Junctions
AT1G08840.1.modif|2852|2968,AT1G08840.1.modif,2852,2968,50,GT_AG,40.1,0.0,48.0,PASS,4270,True,116,lCd,0,DP,0.0271663,RI,1,Junctions
AT1G09800.1.modif|843|1081,AT1G09800.1.modif,843,1081,6,GT_AG,4.7,0.0,6.4,PASS,2516,True,238,lCd,0,DP,0.0945946,RI,1,Junctions
AT1G09800.1.modif|1328|1849,AT1G09800.1.modif,1328,1849,8,GT_AG,7.2,0.0,7.1,PASS,2516,True,521,lCd,0,DP,0.207075,RI,1,Junctions
AT1G10390.1.modif|754|933,AT1G10390.1.modif,754,933,17,GT_AG,13.5,0.0,15.0,PASS,4055,True,179,lCd,0,DP,0.044143,RI,1,Junctions
AT1G10417.1.modif|518|649,AT1G10417.1.modif,518,649,13,GT_AG,11.1,0.0,12.4,PASS,1837,True,131,lCd,0,DP,0.0713119,RI,1,Junctions
AT1G10520.2.modif|150|271,AT1G10520.2.modif,150,271,9,GT_AG,7.2,0.0,8.7,PASS,2243,True,121,lCd,0,DP,0.0539456,RI,1,Junctions
AT1G10520.2.modif|1327|1414,AT1G10520.2.modif,1327,1414,19,GT_AG,16.0,0.0,18.0,PASS,2243,True,87,lCd,0,DP,0.0387873,RI,1,Junctions
AT1G10520.2.modif|1840|1937,AT1G10520.2.modif,1840,1937,13,GT_AG,10.5,1.0,10.2,PASS,2243,True,97,lCd,0.0483092,DP,0.0432457,RI,1,Junctions
AT1G10870.1|164|1400,AT1G10870.1,164,1400,1,GT_AG,608.5,990.4842360549717,1143.5,RDP,2817,False,1236,lCd,0.565345,DP,0.438765,RI,1,Junctions
AT1G11145.1.modif|52|122,AT1G11145.1.modif,52,122,128,GT_AG,110.9,1.0,128.4,PASS,635,True,70,lCd,0.00417885,DP,0.110236,RI,1,Junctions
AT1G11145.1.modif|456|530,AT1G11145.1.modif,456,530,64,GT_AG,45.4,1.0,89.0,PASS,635,True,74,lCd,0.00744048,DP,0.116535,RI,1,Junctions
AT1G11220.1.modif|581|791,AT1G11220.1.modif,581,791,1890,GT_AG,1582.4,7.0,1808.3,PASS,1304,True,210,lCd,0.00206447,DP,0.161043,RI,1,Junctions
AT1G11300.2.modif|1421|1501,AT1G11300.2.modif,1421,1501,13,GT_AG,10.9,1.0,12.0,PASS,2729,True,80,lCd,0.0436681,DP,0.0293148,RI,1,Junctions
AT1G11310.1.modif|989|1058,AT1G11310.1.modif,989,1058,43,GT_AG,33.2,0.0,38.8,PASS,2554,True,69,lCd,0,DP,0.0270164,RI,1,Junctions
AT1G12240.1.modif|716|1220,AT1G12240.1.modif,716,1220,21,GT_AG,17.8,0.0,21.0,PASS,2839,True,504,lCd,0,DP,0.177527,RI,1,Junctions
AT1G12240.1.modif|2252|2336,AT1G12240.1.modif,2252,2336,21,GT_AG,16.8,0.0,20.9,PASS,2839,True,84,lCd,0,DP,0.0295879,RI,1,Junctions
AT1G12840.1.modif|1563|1647,AT1G12840.1.modif,1563,1647,13,GT_AG,12.4,0.0,13.9,PASS,2886,True,84,lCd,0,DP,0.029106,RI,1,Junctions
AT1G13410.1.modif|416|639,AT1G13410.1.modif,416,639,18,GT_AG,15.4,0.008928571428571428,20.2,PASS,2401,True,223,lCd,0.000250803,DP,0.092878,RI,1,Junctions
AT1G14710.1.modif|997|1213,AT1G14710.1.modif,997,1213,24,GT_AG,19.0,0.0,21.2,PASS,2943,True,216,lCd,0,DP,0.0733945,RI,1,Junctions
AT1G14770.1.modif|199|456,AT1G14770.1.modif,199,456,17,GT_AG,12.6,0.0,16.0,PASS,2230,True,257,lCd,0,DP,0.115247,RI,1,Junctions
AT1G14770.1.modif|804|904,AT1G14770.1.modif,804,904,27,GT_AG,24.8,0.0,26.0,PASS,2230,True,100,lCd,0,DP,0.044843,RI,1,Junctions
AT1G14770.1.modif|1013|1118,AT1G14770.1.modif,1013,1118,33,GT_AG,27.5,0.0,33.3,PASS,2230,True,105,lCd,0,DP,0.0470852,RI,1,Junctions
AT1G14870.2.modif|154|358,AT1G14870.2.modif,154,358,9,GT_AG,8.1,0.0,9.0,PASS,1155,True,204,lCd,0,DP,0.176623,RI,1,Junctions
AT1G14870.2.modif|431|521,AT1G14870.2.modif,431,521,7,GT_AG,5.6,0.0,7.0,PASS,1155,True,90,lCd,0,DP,0.0779221,RI,1,Junctions
AT1G17440.2.modif|1111|1588,AT1G17440.2.modif,1111,1588,16,GT_AG,13.1,1.0,14.8,PASS,2884,True,477,lCd,0.0358423,DP,0.165395,RI,1,Junctions
AT1G17510.1.modif|306|444,AT1G17510.1.modif,306,444,26,GT_AG,21.3,0.0,22.5,PASS,806,True,138,lCd,0,DP,0.171216,RI,1,Junctions
AT1G18260.1.modif|1151|1239,AT1G18260.1.modif,1151,1239,10,GT_AG,7.2,0.0,8.0,PASS,2521,True,88,lCd,0,DP,0.0349068,RI,1,Junctions
AT1G18470.1.modif|1101|1177,AT1G18470.1.modif,1101,1177,211,GT_AG,185.2,3.0,207.2,PASS,2480,True,76,lCd,0.00764526,DP,0.0306452,RI,1,Junctions
AT1G19540.1.modif|622|707,AT1G19540.1.modif,622,707,9,GT_AG,6.5,0.0,10.1,PASS,2121,True,85,lCd,0,DP,0.0400754,RI,1,Junctions
AT1G19660.2.modif|894|1030,AT1G19660.2.modif,894,1030,244,GT_AG,207.0,2.0,234.7,PASS,1812,True,136,lCd,0.00452796,DP,0.0750552,RI,1,Junctions
AT1G19660.2.modif|1242|1370,AT1G19660.2.modif,1242,1370,136,GT_AG,115.9,1.0,137.9,PASS,1812,True,128,lCd,0.00394011,DP,0.0706402,RI,1,Junctions
AT1G19660.2.modif|1436|1524,AT1G19660.2.modif,1436,1524,109,GT_AG,116.1,0.033707865168539325,137.0,PASS,1812,True,88,lCd,0.00013318,DP,0.0485651,RI,1,Junctions
AT1G20020.1.modif|332|603,AT1G20020.1.modif,332,603,15,GT_AG,10.1,0.0,12.7,PASS,1906,True,271,lCd,0,DP,0.142183,RI,1,Junctions
AT1G20020.1.modif|994|1068,AT1G20020.1.modif,994,1068,8,GT_AG,7.2,0.0,8.5,PASS,1906,True,74,lCd,0,DP,0.0388248,RI,1,Junctions
AT1G20405.1.modif|143|229,AT1G20405.1.modif,143,229,14,GT_AG,10.3,0.0,10.5,PASS,491,True,86,lCd,0,DP,0.175153,RI,1,Junctions
AT1G20570.3.modif|664|745,AT1G20570.3.modif,664,745,603,GT_AG,499.2,4.0,562.7,PASS,3269,True,81,lCd,0.00376683,DP,0.0247782,RI,1,Junctions
AT1G20570.3.modif|1841|1941,AT1G20570.3.modif,1841,1941,694,GT_AG,576.8,4.0,657.8,PASS,3269,True,100,lCd,0.00323992,DP,0.0305904,RI,1,Junctions
AT1G20570.3.modif|2845|2925,AT1G20570.3.modif,2845,2925,445,GT_AG,358.9,2.0246913580246915,397.5,PASS,3269,True,80,lCd,0.00267675,DP,0.0244723,RI,1,Junctions
AT1G21350.5.modif|682|763,AT1G21350.5.modif,682,763,3,GT_AG,3.6,0.0,3.9,PASS,1312,True,81,lCd,0,DP,0.0617378,RI,1,Junctions
AT1G23590.2.modif|426|527,AT1G23590.2.modif,426,527,116,GT_AG,99.4,0.0,109.4,PASS,1328,True,101,lCd,0,DP,0.0760542,RI,1,Junctions
AT1G26190.4.modif|1371|1523,AT1G26190.4.modif,1371,1523,286,GT_AG,238.8,1.0,276.8,PASS,2585,True,152,lCd,0.00193949,DP,0.0588008,RI,1,Junctions
AT1G27090.1.modif|1103|1728,AT1G27090.1.modif,1103,1728,25,GT_AG,20.7,1.0,24.1,PASS,2448,True,625,lCd,0.0223214,DP,0.25531,RI,1,Junctions
AT1G28090.5.modif|374|483,AT1G28090.5.modif,374,483,12,GT_AG,10.9,0.0,12.0,PASS,2242,True,109,lCd,0,DP,0.0486173,RI,1,Junctions
AT1G28630.2|451|566,AT1G28630.2,451,566,1,CT_AC,6385.2,6699.0,6817.9,RDP,1347,False,115,lCd,0.507381,DP,0.0853749,RI,1,Junctions
AT1G29020.2.modif|727|831,AT1G29020.2.modif,727,831,23,GT_AG,20.5,0.0,21.9,PASS,2167,True,104,lCd,0,DP,0.0479926,RI,1,Junctions
AT1G30455.1.modif|221|509,AT1G30455.1.modif,221,509,13,GT_AG,10.1,0.0,13.2,PASS,1054,True,288,lCd,0,DP,0.273245,RI,1,Junctions
AT1G30580.1.modif|653|813,AT1G30580.1.modif,653,813,87,GT_AG,70.5,1.0,80.7,PASS,2003,True,160,lCd,0.00661376,DP,0.0798802,RI,1,Junctions
AT1G30580.1.modif|1429|1624,AT1G30580.1.modif,1429,1624,55,GT_AG,45.1,0.0,50.9,PASS,2003,True,195,lCd,0,DP,0.097354,RI,1,Junctions
AT1G30880.1.modif|328|642,AT1G30880.1.modif,328,642,6,GT_AG,5.1,0.0,6.4,PASS,1147,True,314,lCd,0,DP,0.273758,RI,1,Junctions
AT1G31050.3.modif|954|1482,AT1G31050.3.modif,954,1482,59,GT_AG,46.9,0.0,59.5,PASS,2657,True,528,lCd,0,DP,0.19872,RI,1,Junctions
AT1G31050.3.modif|2088|2176,AT1G31050.3.modif,2088,2176,40,GT_AG,37.8,1.0,39.8,PASS,2657,True,88,lCd,0.0128866,DP,0.0331201,RI,1,Junctions
AT1G31600.1.modif|181|942,AT1G31600.1.modif,181,942,14,GT_AG,12.3,0.0,14.9,PASS,3253,True,761,lCd,0,DP,0.233938,RI,1,Junctions
AT1G31600.1.modif|2278|2366,AT1G31600.1.modif,2278,2366,19,GT_AG,16.6,0.0,16.6,PASS,3253,True,88,lCd,0,DP,0.027052,RI,1,Junctions
AT1G31600.1.modif|2706|2775,AT1G31600.1.modif,2706,2775,22,GT_AG,17.3,1.0,20.1,PASS,3253,True,69,lCd,0.026738,DP,0.0212112,RI,1,Junctions
AT1G33270.2.modif|703|786,AT1G33270.2.modif,703,786,14,GT_AG,12.3,0.0,12.4,PASS,1876,True,83,lCd,0,DP,0.0442431,RI,1,Junctions
AT1G34110.2.modif|4422|4749,AT1G34110.2.modif,4422,4749,1,GT_AG,0.0,0.0,0.0,PASS,4781,True,327,lCd,0,DP,0.0683957,RI,1,Junctions
AT1G34360.2.modif|1120|1233,AT1G34360.2.modif,1120,1233,87,GT_AG,71.8,0.0,84.6,PASS,2490,True,113,lCd,0,DP,0.0453815,RI,1,Junctions
AT1G34560.1.modif|78|156,AT1G34560.1.modif,78,156,54,GT_AG,47.1,1.0,53.9,PASS,819,True,78,lCd,0.00990099,DP,0.0952381,RI,1,Junctions
AT1G34560.1.modif|263|357,AT1G34560.1.modif,263,357,12,GT_AG,12.7,0.0,12.2,PASS,819,True,94,lCd,0,DP,0.114774,RI,1,Junctions
AT1G35520.1.modif|50|127,AT1G35520.1.modif,50,127,19,GT_AG,11.6,0.0,17.4,PASS,2053,True,77,lCd,0,DP,0.0375061,RI,1,Junctions
AT1G35520.1.modif|343|440,AT1G35520.1.modif,343,440,38,GT_AG,33.6,0.0,36.2,PASS,2053,True,97,lCd,0,DP,0.0472479,RI,1,Junctions
AT1G35520.1.modif|498|592,AT1G35520.1.modif,498,592,27,GT_AG,37.6,0.0,42.8,PASS,2053,True,94,lCd,0,DP,0.0457867,RI,1,Junctions
AT1G38131.1.modif|585|671,AT1G38131.1.modif,585,671,24,GT_AG,20.7,0.0,24.9,PASS,2486,True,86,lCd,0,DP,0.0345937,RI,1,Junctions
AT1G47130.1.modif|21|811,AT1G47130.1.modif,21,811,11,GT_AG,8.1,0.0,9.0,PASS,1001,True,790,lCd,0,DP,0.789211,RI,1,Junctions
AT1G48140.1.modif|387|532,AT1G48140.1.modif,387,532,25,GT_AG,20.2,0.0,24.4,PASS,889,True,145,lCd,0,DP,0.163105,RI,1,Junctions
AT1G48310.1.modif|1805|2048,AT1G48310.1.modif,1805,2048,132,GT_AG,106.9,0.0,124.8,PASS,2649,True,243,lCd,0,DP,0.0917327,RI,1,Junctions
AT1G48970.1.modif|1325|1464,AT1G48970.1.modif,1325,1464,31,GT_AG,24.2,0.0,28.0,PASS,2581,True,139,lCd,0,DP,0.0538551,RI,1,Junctions
AT1G50500.1.modif|1718|2003,AT1G50500.1.modif,1718,2003,13,GT_AG,12.7,0.0,14.8,PASS,3385,True,285,lCd,0,DP,0.084195,RI,1,Junctions
AT1G50500.2.modif|2072|2229,AT1G50500.2.modif,2072,2229,20,GT_AG,16.9,0.0,19.0,PASS,3065,True,157,lCd,0,DP,0.0512235,RI,1,Junctions
AT1G51160.3.modif|692|841,AT1G51160.3.modif,692,841,39,GT_AG,31.3,0.0,35.2,PASS,2283,True,149,lCd,0,DP,0.065265,RI,1,Junctions
AT1G51160.3.modif|957|1695,AT1G51160.3.modif,957,1695,39,GT_AG,30.7,0.0,36.6,PASS,2283,True,738,lCd,0,DP,0.323259,RI,1,Junctions
AT1G51160.3.modif|1815|1919,AT1G51160.3.modif,1815,1919,30,GT_AG,27.9,0.0,29.0,PASS,2283,True,104,lCd,0,DP,0.0455541,RI,1,Junctions
AT1G51610.1.modif|750|1153,AT1G51610.1.modif,750,1153,11,GT_AG,7.2,0.0,8.6,PASS,2755,True,403,lCd,0,DP,0.146279,RI,1,Junctions
AT1G51610.1.modif|1516|1631,AT1G51610.1.modif,1516,1631,7,GT_AG,5.2,0.0,6.8,PASS,2755,True,115,lCd,0,DP,0.0417423,RI,1,Junctions
AT1G51610.1.modif|1871|1952,AT1G51610.1.modif,1871,1952,7,GT_AG,6.6,0.012195121951219513,7.0,PASS,2755,True,81,lCd,0.0008967,DP,0.0294011,RI,1,Junctions
AT1G52150.2.modif|2284|2370,AT1G52150.2.modif,2284,2370,15,GT_AG,13.8,0.0,17.4,PASS,3520,True,86,lCd,0,DP,0.0244318,RI,1,Junctions
AT1G52470.1.modif|144|554,AT1G52470.1.modif,144,554,33,GT_AG,29.5,0.0,32.0,PASS,1435,True,410,lCd,0,DP,0.285714,RI,1,Junctions
AT1G53610.1.modif|202|241,AT1G53610.1.modif,202,241,77,GT_AG,64.5,0.0,77.5,PASS,325,True,39,lCd,0,DP,0.12,RI,1,Junctions
AT1G54690.1.modif|289|459,AT1G54690.1.modif,289,459,41,GT_AG,35.3,0.0,39.7,PASS,972,True,170,lCd,0,DP,0.174897,RI,1,Junctions
AT1G55350.3|780|6466,AT1G55350.3,780,6466,1,CT_AC,99.2,103.72569017056445,112.3,RDP,7220,False,5686,lCd,0.490429,DP,0.787535,RI,1,Junctions
AT1G55350.3.modif|5516|5636,AT1G55350.3.modif,5516,5636,202,GT_AG,167.6,0.0,185.1,PASS,7341,True,120,lCd,0,DP,0.0163465,RI,1,Junctions
AT1G56460.3.modif|375|867,AT1G56460.3.modif,375,867,5,GT_AG,4.4,0.0,5.0,PASS,2562,True,492,lCd,0,DP,0.192037,RI,1,Junctions
AT1G56460.3.modif|1210|1353,AT1G56460.3.modif,1210,1353,12,GT_AG,9.0,0.0,10.0,PASS,2562,True,143,lCd,0,DP,0.0558158,RI,1,Junctions
AT1G56460.3.modif|2041|2118,AT1G56460.3.modif,2041,2118,5,GT_AG,3.9,0.0,4.0,PASS,2562,True,77,lCd,0,DP,0.0300546,RI,1,Junctions
AT1G57660.1.modif|330|632,AT1G57660.1.modif,330,632,4,GT_AG,2.9,0.0,4.0,PASS,1163,True,302,lCd,0,DP,0.259673,RI,1,Junctions
AT1G58220.2|2221|2356,AT1G58220.2,2221,2356,6,CT_AC,29.3,21.301470588235293,19.8,RDP,2739,False,135,lCd,0.433839,DP,0.0492881,RI,1,Junctions
AT1G58223.1|788|850,AT1G58223.1,788,850,1,CT_AC,30.4,16.6984126984127,21.8,RDP,1415,False,62,lCd,0.319893,DP,0.0438163,RI,1,Junctions
AT1G58223.1|788|994,AT1G58223.1,788,994,12,CT_AC,30.4,14.956521739130435,25.1,RDP,1415,False,206,lCd,0.269487,DP,0.145583,RI,1,Junctions
AT1G60200.2.modif|2186|2294,AT1G60200.2.modif,2186,2294,11,GT_AG,10.0,1.0,11.0,PASS,3960,True,108,lCd,0.047619,DP,0.0272727,RI,1,Junctions
AT1G61500.3.modif|1715|1792,AT1G61500.3.modif,1715,1792,29,GT_AG,24.6,1.0,27.9,PASS,2720,True,77,lCd,0.0190476,DP,0.0283088,RI,1,Junctions
AT1G61630.1.modif|442|526,AT1G61630.1.modif,442,526,178,GT_AG,160.9,2.0,176.4,PASS,1375,True,84,lCd,0.00592944,DP,0.0610909,RI,1,Junctions
AT1G63090.1.modif|592|773,AT1G63090.1.modif,592,773,10,GT_AG,9.5,0.0,10.8,PASS,1631,True,181,lCd,0,DP,0.110975,RI,1,Junctions
AT1G63520.1.modif|1533|1614,AT1G63520.1.modif,1533,1614,37,GT_AG,31.9,0.0,35.6,PASS,2170,True,81,lCd,0,DP,0.0373272,RI,1,Junctions
AT1G64650.1.modif|1413|1815,AT1G64650.1.modif,1413,1815,33,GT_AG,28.9,1.0,30.4,PASS,2293,True,402,lCd,0.0168634,DP,0.175316,RI,1,Junctions
AT1G65040.6.modif|514|639,AT1G65040.6.modif,514,639,56,GT_AG,51.4,0.0,59.6,PASS,1883,True,125,lCd,0,DP,0.0663834,RI,1,Junctions
AT1G65040.6.modif|849|1030,AT1G65040.6.modif,849,1030,95,GT_AG,77.9,2.0,92.0,PASS,1883,True,181,lCd,0.0117716,DP,0.0961232,RI,1,Junctions
AT1G65040.6.modif|1191|1458,AT1G65040.6.modif,1191,1458,69,GT_AG,57.1,1.0,67.0,PASS,1883,True,267,lCd,0.00805802,DP,0.141795,RI,1,Junctions
